FileName,TAG,no_finding,cardiomegaly,interstitial_pattern,alveolar_pattern,bronchial_pattern,tube,mass,pleural_effusion,pneumothorax,megaesophagu
IMG-0693-0001.dcm,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0694-0002.dcm,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0740-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0769-0001.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0795-0001.dcm,"bronchial_pattern,no_finding",1,0,0,0,1,0,0,0,0,0
IMG-0817-0001.dcm,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0858-0002.dcm,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0867-0002.dcm,mass,0,0,0,0,0,0,1,0,0,0
IMG-0869-0001.dcm,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0893-0003.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0896-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0913-0001.dcm,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0917-0001.dcm,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0918-0002.dcm,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0949-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0953-0001.dcm,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IMG-0964-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0977-0002.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-1028-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-1031-0004.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-1034-0001.dcm,mass,0,0,0,0,0,0,1,0,0,0
IMG-1071-0003.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-1072-0004.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-1079-0001-0001.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-1079-0001-0002.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-1098-0001.dcm,"alveolar_pattern,cardiomegaly",0,1,0,1,0,0,0,0,0,0
IMG-1106-0001.dcm,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IMG-1109-0001.dcm,"cardiomegaly,bronchial_pattern,interstitial_pattern",0,1,1,0,1,0,0,0,0,0
IMG-1111-0001.dcm,"cardiomegaly,alveolar_pattern,bronchial_pattern",0,1,0,1,1,0,0,0,0,0
IMG-1115-0005.dcm,"cardiomegaly,alveolar_pattern,bronchial_pattern",0,1,0,1,1,0,0,0,0,0
IMG-1128-0002.dcm,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IMG-1130-0004.dcm,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IMG-1161-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-1162-0002.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-1168-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-1200-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-1203-0002.dcm,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IM-0004-0001-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0004-0001-0002.dcm,"cardiomegaly,interstitial_pattern,bronchial_pattern",0,1,1,0,1,0,0,0,0,0
IM-0006-0001.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0007-0002.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0009-0001-0001.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0009-0001-0002.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0009-0001-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0011-0001.dcm,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IM-0023-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0028-0001.dcm,"pleural_effusion,interstitial_pattern",0,0,1,0,0,0,0,1,0,0
IM-0031-0001.dcm,"pleural_effusion,alveolar_pattern",0,0,0,1,0,0,0,1,0,0
IM-0036-0001.dcm,"pneumothorax,alveolar_pattern",0,0,0,1,0,0,0,0,1,0
IM-0038-0001-0001.dcm,"pneumothorax,alveolar_pattern",0,0,0,1,0,0,0,0,1,0
IM-0038-0001-0002.dcm,"pneumothorax,alveolar_pattern",0,0,0,1,0,0,0,0,1,0
IM-0038-0001-0004.dcm,"pneumothorax,alveolar_pattern",0,0,0,1,0,0,0,0,1,0
IM-0040-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0042-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0050-0001.dcm,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IM-0052-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0056-0001-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0057-0002.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0058-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0060-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0062-0001.dcm,pleural_mineralization,0,0,0,0,0,0,0,0,0,0
IM-0064-0001-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0064-0001-0002.dcm,pleural_effusion,0,0,0,0,0,0,0,1,0,0
IM-0067-0001.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0070-0002-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0070-0002-0002.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0071-0001-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0071-0001-0002.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0073-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0074-0002.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0075-0003.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0076-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0078-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0079-0001-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0079-0001-0002.dcm,"interstitial_pattern,alveolar_pattern,bronchial_pattern",0,0,1,1,1,0,0,0,0,0
IM-0081-0003.dcm,"interstitial_pattern,alveolar_pattern,bronchial_pattern",0,0,1,1,1,0,0,0,0,0
IM-0082-0004.dcm,"interstitial_pattern,alveolar_pattern,bronchial_pattern",0,0,1,1,1,0,0,0,0,0
IM-0083-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0099-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0101-0001.dcm,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IM-0102-0002.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0104-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0105-0002-0002.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0106-0001.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0108-0001-0001.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0108-0001-0002.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0110-0001-0001.dcm,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IM-0110-0001-0002.dcm,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IM-0112-0001.dcm,"mass,alveolar_pattern,pneumothorax",0,0,0,1,0,0,1,0,1,0
IM-0113-0002.dcm,"mass,alveolar_pattern,pneumothorax",0,0,0,1,0,0,1,0,1,0
IM-0115-0001.dcm,"mass,alveolar_pattern,pneumothorax",0,0,0,1,0,0,1,0,1,0
IM-0118-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0119-0001.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0128-0002.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0129-0001.dcm,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IM-0135-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0140-0002.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0141-0001.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0143-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0148-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0150-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0155-0001-0004.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0160-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0163-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0165-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0166-0000.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0168-0001-0001.dcm,megaesophagu,0,0,0,0,0,0,0,0,0,1
IM-0168-0001-0002.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0172-0005.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0175-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0178-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0182-0001.dcm,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IM-0187-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0193-0001.dcm,pleural_mineralization,0,0,0,0,0,0,0,0,0,0
IM-0195-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0203-0002.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0204-0001-0002.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0206-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0208-0001.dcm,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IM-0210-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0212-0001.dcm,"cardiomegaly,pleural_effusion",0,1,0,0,0,0,0,1,0,0
IM-0214-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0216-0001-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0216-0001-0002.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0218-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0221-0001.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0225-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0229-0001-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0229-0001-0002.dcm,"alveolar_pattern,pneumothorax",0,0,0,1,0,0,0,0,1,0
IM-0232-0002.dcm,"alveolar_pattern,pneumothorax",0,0,0,1,0,0,0,0,1,0
IM-0234-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0236-0002.dcm,"alveolar_pattern,pneumothorax",0,0,0,1,0,0,0,0,1,0
IM-0237-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0240-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0243-0001.dcm,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IM-0245-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0247-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0249-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0251-0002-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0252-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0256-0001-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0256-0001-0002.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0260-0001-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0260-0001-0002.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0260-0001-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0262-0001.dcm,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IM-0266-0001-0001.dcm,"cardiomegaly,bronchial_pattern",0,1,0,0,1,0,0,0,0,0
IM-0266-0001-0002.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0266-0001-0003.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0267-0002.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0273-0001.dcm,"pleural_effusion,alveolar_pattern",0,0,0,1,0,0,0,1,0,0
IM-0275-0001-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0275-0001-0002.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0275-0001-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0277-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0282-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0284-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0286-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0288-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0290-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0295-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0302-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0303-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0306-0001-0001.dcm,"alveolar_pattern,pneumothorax",0,0,0,1,0,0,0,0,1,0
IM-0306-0001-0002.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0308-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0314-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0321-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0322-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0324-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0326-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0328-0001.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0329-0002.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0332-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0337-0002.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0345-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0347-0001.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0349-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0351-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0353-0001-0002.dcm,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IM-0355-0001.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0359-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0366-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0367-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0375-0001.dcm,"cardiomegaly,bronchial_pattern",0,1,0,0,1,0,0,0,0,0
IM-0379-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0380-0003.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0398-0001-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0400-0001.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0402-0001.dcm,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IM-0404-0001.dcm,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IM-0406-0001-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0406-0001-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0411-0001.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0412-0002.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0418-0001.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0422-0001-0001.dcm,megaesophagu,0,0,0,0,0,0,0,0,0,1
IM-0422-0001-0002.dcm,megaesophagu,0,0,0,0,0,0,0,0,0,1
IM-0422-0001-0003.dcm,megaesophagu,0,0,0,0,0,0,0,0,0,1
IM-0422-0001-0004.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
10303258.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
10461789.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0426-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0428-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0429-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0433-0001.dcm,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IM-0437-0001.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0440-0001-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0441-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0443-0001.dcm,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IM-0445-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0449-0001-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0451-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0455-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0460-0004.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0462-0006.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0463-0001-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0463-0001-0002.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0465-0001.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0468-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0471-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0473-0001.dcm,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IM-0474-0002-0002.dcm,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IM-0475-0003.dcm,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IM-0480-0002.dcm,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IM-0481-0003.dcm,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IM-0488-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0490-0001-0001.dcm,megaesophagu,0,0,0,0,0,0,0,0,0,1
IM-0490-0001-0002.dcm,megaesophagu,0,0,0,0,0,0,0,0,0,1
IM-0490-0001-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0490-0001-0004.dcm,megaesophagu,0,0,0,0,0,0,0,0,0,1
IM-0490-0001-0005.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0492-0001.dcm,megaesophagu,0,0,0,0,0,0,0,0,0,1
IM-0494-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0496-0001-0001.dcm,megaesophagu,0,0,0,0,0,0,0,0,0,1
IM-0496-0001-0002.dcm,megaesophagu,0,0,0,0,0,0,0,0,0,1
IM-0498-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0500-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0502-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0504-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0507-0002.dcm,"cardiomegaly,bronchial_pattern",0,1,0,0,1,0,0,0,0,0
IM-0508-0001.dcm,"cardiomegaly,bronchial_pattern",0,1,0,0,1,0,0,0,0,0
IM-0510-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0515-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0517-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0518-0001.dcm,"cardiomegaly,bronchial_pattern",0,1,0,0,1,0,0,0,0,0
IM-0523-0001-0002.dcm,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IM-0526-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0527-0000.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0529-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0532-0002.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0533-0001.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0537-0001.dcm,megaesophagu,0,0,0,0,0,0,0,0,0,1
IM-0545-0001-0002.dcm,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IM-0547-0001.dcm,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IM-0550-0001-0001.dcm,"mass,interstitial_pattern,alveolar_pattern",0,0,1,1,0,0,1,0,0,0
IM-0550-0001-0002.dcm,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IM-0552-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0556-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0559-0002.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0560-0003.dcm,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IM-0565-0001-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0567-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0574-0001.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0577-0001.dcm,mass,0,0,0,0,0,0,1,0,0,0
IM-0579-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0585-0001-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0585-0001-0003.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0585-0001-0004.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0585-0001-0005.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0585-0001-0006.dcm,hernia,0,0,0,0,0,0,0,0,0,0
IM-0587-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0589-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0593-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0597-0001-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0603-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0609-0005.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
IM-0610-0001.dcm,no_finding,1,0,0,0,0,0,0,0,0,0
