FileName,TAG,no_finding,cardiomegaly,interstitial_pattern,alveolar_pattern,bronchial_pattern,tube,mass,pleural_effusion,pneumothorax,megaesophagu
IMG-0175-0003.dcm_aug_1,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0175-0003.dcm_aug_2,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0175-0003.dcm_aug_3,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0175-0003.dcm_aug_4,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0228-0001.dcm_aug_0,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0228-0001.dcm_aug_1,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0228-0001.dcm_aug_2,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0228-0001.dcm_aug_3,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0228-0001.dcm_aug_4,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0232-0003.dcm_aug_0,"cardiomegaly,interstitial_pattern,alveolar_pattern,pleural_effusion",0,1,1,1,0,0,0,1,0,0
IMG-0232-0003.dcm_aug_1,"cardiomegaly,interstitial_pattern,alveolar_pattern,pleural_effusion",0,1,1,1,0,0,0,1,0,0
IMG-0232-0003.dcm_aug_2,"cardiomegaly,interstitial_pattern,alveolar_pattern,pleural_effusion",0,1,1,1,0,0,0,1,0,0
IMG-0232-0003.dcm_aug_3,"cardiomegaly,interstitial_pattern,alveolar_pattern,pleural_effusion",0,1,1,1,0,0,0,1,0,0
IMG-0232-0003.dcm_aug_4,"cardiomegaly,interstitial_pattern,alveolar_pattern,pleural_effusion",0,1,1,1,0,0,0,1,0,0
IMG-0327-0002.dcm_aug_0,"pneumothorax,pleural_effusion",0,0,0,0,0,0,0,1,1,0
IMG-0327-0002.dcm_aug_1,"pneumothorax,pleural_effusion",0,0,0,0,0,0,0,1,1,0
IMG-0327-0002.dcm_aug_2,"pneumothorax,pleural_effusion",0,0,0,0,0,0,0,1,1,0
IMG-0327-0002.dcm_aug_3,"pneumothorax,pleural_effusion",0,0,0,0,0,0,0,1,1,0
IMG-0327-0002.dcm_aug_4,"pneumothorax,pleural_effusion",0,0,0,0,0,0,0,1,1,0
IMG-0328-0001-0001.dcm_aug_0,pneumothorax,0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0001.dcm_aug_1,pneumothorax,0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0001.dcm_aug_2,pneumothorax,0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0001.dcm_aug_3,pneumothorax,0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0001.dcm_aug_4,pneumothorax,0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0002.dcm_aug_0,"pneumothorax,alveolar_patten",0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0002.dcm_aug_1,"pneumothorax,alveolar_patten",0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0002.dcm_aug_2,"pneumothorax,alveolar_patten",0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0002.dcm_aug_3,"pneumothorax,alveolar_patten",0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0002.dcm_aug_4,"pneumothorax,alveolar_patten",0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0003.dcm_aug_0,"pneumothorax,alveolar_patten",0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0003.dcm_aug_1,"pneumothorax,alveolar_patten",0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0003.dcm_aug_2,"pneumothorax,alveolar_patten",0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0003.dcm_aug_3,"pneumothorax,alveolar_patten",0,0,0,0,0,0,0,0,1,0
IMG-0328-0001-0003.dcm_aug_4,"pneumothorax,alveolar_patten",0,0,0,0,0,0,0,0,1,0
IMG-0332-0003.dcm_aug_0,hernia,0,0,0,0,0,0,0,0,0,0
IMG-0332-0003.dcm_aug_1,hernia,0,0,0,0,0,0,0,0,0,0
IMG-0332-0003.dcm_aug_2,hernia,0,0,0,0,0,0,0,0,0,0
IMG-0332-0003.dcm_aug_3,hernia,0,0,0,0,0,0,0,0,0,0
IMG-0332-0003.dcm_aug_4,hernia,0,0,0,0,0,0,0,0,0,0
IMG-0337-0004.dcm_aug_0,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0337-0004.dcm_aug_1,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0337-0004.dcm_aug_2,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0337-0004.dcm_aug_3,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0337-0004.dcm_aug_4,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0414-0001.dcm_aug_0,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0414-0001.dcm_aug_1,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0414-0001.dcm_aug_2,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0414-0001.dcm_aug_3,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0414-0001.dcm_aug_4,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0427-0001.dcm_aug_0,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IMG-0427-0001.dcm_aug_1,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IMG-0427-0001.dcm_aug_2,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IMG-0427-0001.dcm_aug_3,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IMG-0427-0001.dcm_aug_4,alveolar_pattern,0,0,0,1,0,0,0,0,0,0
IMG-0492-0001.dcm_aug_0,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0492-0001.dcm_aug_1,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0492-0001.dcm_aug_2,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0492-0001.dcm_aug_3,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0492-0001.dcm_aug_4,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0494-0001.dcm_aug_0,"bronchial_pattern,alveolar_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0494-0001.dcm_aug_1,"bronchial_pattern,alveolar_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0494-0001.dcm_aug_2,"bronchial_pattern,alveolar_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0494-0001.dcm_aug_3,"bronchial_pattern,alveolar_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0494-0001.dcm_aug_4,"bronchial_pattern,alveolar_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0526-0003.dcm_aug_0,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IMG-0526-0003.dcm_aug_1,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IMG-0526-0003.dcm_aug_2,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IMG-0526-0003.dcm_aug_3,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IMG-0526-0003.dcm_aug_4,interstitial_pattern,0,0,1,0,0,0,0,0,0,0
IMG-0541-0001-0001.dcm_aug_0,"pneumothorax,alveolar_pattern",0,0,0,1,0,0,0,0,1,0
IMG-0541-0001-0001.dcm_aug_1,"pneumothorax,alveolar_pattern",0,0,0,1,0,0,0,0,1,0
IMG-0541-0001-0001.dcm_aug_2,"pneumothorax,alveolar_pattern",0,0,0,1,0,0,0,0,1,0
IMG-0541-0001-0001.dcm_aug_3,"pneumothorax,alveolar_pattern",0,0,0,1,0,0,0,0,1,0
IMG-0541-0001-0001.dcm_aug_4,"pneumothorax,alveolar_pattern",0,0,0,1,0,0,0,0,1,0
IMG-0541-0001-0002.dcm_aug_0,pleural_effusion,0,0,0,0,0,0,0,1,0,0
IMG-0541-0001-0002.dcm_aug_1,pleural_effusion,0,0,0,0,0,0,0,1,0,0
IMG-0541-0001-0002.dcm_aug_2,pleural_effusion,0,0,0,0,0,0,0,1,0,0
IMG-0541-0001-0002.dcm_aug_3,pleural_effusion,0,0,0,0,0,0,0,1,0,0
IMG-0541-0001-0002.dcm_aug_4,pleural_effusion,0,0,0,0,0,0,0,1,0,0
IMG-0552-0001.dcm_aug_0,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0552-0001.dcm_aug_1,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0552-0001.dcm_aug_2,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0552-0001.dcm_aug_3,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0552-0001.dcm_aug_4,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0590-0001.dcm_aug_0,tracheal_collapse,0,0,0,0,0,0,0,0,0,0
IMG-0590-0001.dcm_aug_1,tracheal_collapse,0,0,0,0,0,0,0,0,0,0
IMG-0590-0001.dcm_aug_2,tracheal_collapse,0,0,0,0,0,0,0,0,0,0
IMG-0590-0001.dcm_aug_3,tracheal_collapse,0,0,0,0,0,0,0,0,0,0
IMG-0590-0001.dcm_aug_4,tracheal_collapse,0,0,0,0,0,0,0,0,0,0
IMG-0592-0001.dcm_aug_0,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0592-0001.dcm_aug_1,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0592-0001.dcm_aug_2,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0592-0001.dcm_aug_3,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0592-0001.dcm_aug_4,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0593-0002.dcm_aug_0,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0593-0002.dcm_aug_1,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0593-0002.dcm_aug_2,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0593-0002.dcm_aug_3,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0593-0002.dcm_aug_4,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0601-0001.dcm_aug_0,"bronchial_pattern,no_finding",1,0,0,0,1,0,0,0,0,0
IMG-0601-0001.dcm_aug_1,"bronchial_pattern,no_finding",1,0,0,0,1,0,0,0,0,0
IMG-0601-0001.dcm_aug_2,"bronchial_pattern,no_finding",1,0,0,0,1,0,0,0,0,0
IMG-0601-0001.dcm_aug_3,"bronchial_pattern,no_finding",1,0,0,0,1,0,0,0,0,0
IMG-0601-0001.dcm_aug_4,"bronchial_pattern,no_finding",1,0,0,0,1,0,0,0,0,0
IMG-0622-0001.dcm_aug_0,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0622-0001.dcm_aug_1,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0622-0001.dcm_aug_2,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0622-0001.dcm_aug_3,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0622-0001.dcm_aug_4,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0624-0003.dcm_aug_0,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0624-0003.dcm_aug_1,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0624-0003.dcm_aug_2,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0624-0003.dcm_aug_3,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0624-0003.dcm_aug_4,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0627-0001.dcm_aug_0,"alveolar_pattern,bronchial_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0627-0001.dcm_aug_1,"alveolar_pattern,bronchial_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0627-0001.dcm_aug_2,"alveolar_pattern,bronchial_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0627-0001.dcm_aug_3,"alveolar_pattern,bronchial_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0627-0001.dcm_aug_4,"alveolar_pattern,bronchial_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0655-0001.dcm_aug_0,"alveolar_pattern,bronchial_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0655-0001.dcm_aug_1,"alveolar_pattern,bronchial_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0655-0001.dcm_aug_2,"alveolar_pattern,bronchial_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0655-0001.dcm_aug_3,"alveolar_pattern,bronchial_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0655-0001.dcm_aug_4,"alveolar_pattern,bronchial_pattern",0,0,0,1,1,0,0,0,0,0
IMG-0672-0001.dcm_aug_0,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0672-0001.dcm_aug_1,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0672-0001.dcm_aug_2,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0672-0001.dcm_aug_3,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0672-0001.dcm_aug_4,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0674-0001.dcm_aug_0,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0674-0001.dcm_aug_1,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0674-0001.dcm_aug_2,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0674-0001.dcm_aug_3,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0674-0001.dcm_aug_4,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0676-0001.dcm_aug_0,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0676-0001.dcm_aug_1,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0676-0001.dcm_aug_2,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0676-0001.dcm_aug_3,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0676-0001.dcm_aug_4,cardiomegaly,0,1,0,0,0,0,0,0,0,0
IMG-0678-0001.dcm_aug_0,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0678-0001.dcm_aug_1,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0678-0001.dcm_aug_2,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0678-0001.dcm_aug_3,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0678-0001.dcm_aug_4,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0686-0001-0002.dcm_aug_0,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0686-0001-0002.dcm_aug_1,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0686-0001-0002.dcm_aug_2,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0686-0001-0002.dcm_aug_3,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0686-0001-0002.dcm_aug_4,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0687-0002.dcm_aug_0,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0687-0002.dcm_aug_1,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0687-0002.dcm_aug_2,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0687-0002.dcm_aug_3,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0687-0002.dcm_aug_4,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0693-0001.dcm_aug_0,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0693-0001.dcm_aug_1,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0693-0001.dcm_aug_2,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0693-0001.dcm_aug_3,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0693-0001.dcm_aug_4,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0694-0002.dcm_aug_0,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0694-0002.dcm_aug_1,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0694-0002.dcm_aug_2,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0694-0002.dcm_aug_3,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0694-0002.dcm_aug_4,"bronchial_pattern,cardiomegaly",0,1,0,0,1,0,0,0,0,0
IMG-0740-0001.dcm_aug_0,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0740-0001.dcm_aug_1,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0740-0001.dcm_aug_2,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0740-0001.dcm_aug_3,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0740-0001.dcm_aug_4,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0769-0001.dcm_aug_0,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0769-0001.dcm_aug_1,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0769-0001.dcm_aug_2,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0769-0001.dcm_aug_3,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0769-0001.dcm_aug_4,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0795-0001.dcm_aug_0,"bronchial_pattern,no_finding",1,0,0,0,1,0,0,0,0,0
IMG-0795-0001.dcm_aug_1,"bronchial_pattern,no_finding",1,0,0,0,1,0,0,0,0,0
IMG-0795-0001.dcm_aug_2,"bronchial_pattern,no_finding",1,0,0,0,1,0,0,0,0,0
IMG-0795-0001.dcm_aug_3,"bronchial_pattern,no_finding",1,0,0,0,1,0,0,0,0,0
IMG-0795-0001.dcm_aug_4,"bronchial_pattern,no_finding",1,0,0,0,1,0,0,0,0,0
IMG-0817-0001.dcm_aug_0,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0817-0001.dcm_aug_1,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0817-0001.dcm_aug_2,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0817-0001.dcm_aug_3,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0817-0001.dcm_aug_4,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0858-0002.dcm_aug_0,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0858-0002.dcm_aug_1,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0858-0002.dcm_aug_2,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0858-0002.dcm_aug_3,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0858-0002.dcm_aug_4,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0867-0002.dcm_aug_0,mass,0,0,0,0,0,0,1,0,0,0
IMG-0867-0002.dcm_aug_1,mass,0,0,0,0,0,0,1,0,0,0
IMG-0867-0002.dcm_aug_2,mass,0,0,0,0,0,0,1,0,0,0
IMG-0867-0002.dcm_aug_3,mass,0,0,0,0,0,0,1,0,0,0
IMG-0867-0002.dcm_aug_4,mass,0,0,0,0,0,0,1,0,0,0
IMG-0869-0001.dcm_aug_0,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0869-0001.dcm_aug_1,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0869-0001.dcm_aug_2,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0869-0001.dcm_aug_3,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0869-0001.dcm_aug_4,"no_finding,bronchial_pattern",1,0,0,0,1,0,0,0,0,0
IMG-0893-0003.dcm_aug_0,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0893-0003.dcm_aug_1,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0893-0003.dcm_aug_2,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0893-0003.dcm_aug_3,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0893-0003.dcm_aug_4,bronchial_pattern,0,0,0,0,1,0,0,0,0,0
IMG-0896-0001.dcm_aug_0,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0896-0001.dcm_aug_1,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0896-0001.dcm_aug_2,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0896-0001.dcm_aug_3,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0896-0001.dcm_aug_4,"cardiomegaly,alveolar_pattern",0,1,0,1,0,0,0,0,0,0
IMG-0913-0001.dcm_aug_0,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0913-0001.dcm_aug_1,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0913-0001.dcm_aug_2,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0913-0001.dcm_aug_3,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0913-0001.dcm_aug_4,"cardiomegaly,interstitial_pattern",0,1,1,0,0,0,0,0,0,0
IMG-0917-0001.dcm_aug_0,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0917-0001.dcm_aug_1,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0917-0001.dcm_aug_2,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0917-0001.dcm_aug_3,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0917-0001.dcm_aug_4,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0918-0002.dcm_aug_0,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0918-0002.dcm_aug_1,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0918-0002.dcm_aug_2,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0918-0002.dcm_aug_3,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0918-0002.dcm_aug_4,"bronchial_pattern,interstitial_pattern",0,0,1,0,1,0,0,0,0,0
IMG-0949-0001.dcm_aug_0,cardiomegaly,0,1,0,0,0,0,0,0,0,0
